name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-129 c,1334,0.13529 Jupiters,11.809,2014
Kepler-129 d,1334,8.3 Jupiters,11.809,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
Kepler-1300 b,2535,2.45 Earths,12.861,2016
Kepler-1301 b,2787,2.54 Earths,15.656,2016
Kepler-1302 b,2070,2.63 Earths,15.172,2016
Kepler-1284 b,2878,1.92 Earths,15.912,2016
Kepler-1285 b,1377,0.871 Earths,11.717,2016
Kepler-1286 b,4418,5.27 Earths,15.278,2016
Kepler-1287 b,3273,2.99 Earths,15.216,2016
Kepler-1288 b,2656,1.46 Earths,13.199,2016
Kepler-1289 b,3437,2.92 Earths,14.732,2016
Kepler-128 b,1293,0.77 Earths,11.693,2013
Kepler-128 c,1293,0.9 Earths,11.693,2013
Kepler-1290 b,5199,2.6 Earths,15.871,2016
Kepler-1291 b,2927,3.39 Earths,16.261,2016
Kepler-1292 b,4872,3.97 Earths,16.337,2016
Kepler-1293 b,3354,0.871 Earths,13.377,2016
Kepler-1294 b,6053,10.3 Earths,15.361,2016
Kepler-1295 b,3831,3.02 Earths,16.227,2016
Kepler-1296 b,5061,0.693 Earths,14.934,2016
Kepler-1297 b,4696,0.871 Earths,14.867,2016
Kepler-1298 b,1775,2.27 Earths,11.388,2016
Kepler-1299 b,4583,9.17 Earths,15.962,2016
Kepler-129 b,1334,20 Earths,11.809,2014
Kepler-129 c,1334,0.13529 Jupiters,11.809,2014
Kepler-129 d,1334,8.3 Jupiters,11.809,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
Kepler-1300 b,2535,2.45 Earths,12.861,2016
Kepler-1301 b,2787,2.54 Earths,15.656,2016
Kepler-1302 b,2070,2.63 Earths,15.172,2016
Kepler-1303 b,2929,2.6 Earths,14.854,2016
Kepler-1304 b,7098,5.86 Earths,15.408,2016
Kepler-1305 b,5138,4.19 Earths,15.834,2016
Kepler-1306 b,3613,4.31 Earths,15.353,2016
Kepler-1307 b,3310,6.66 Earths,15.636,2016
Kepler-1308 b,368,0.0933 Earths,16.4,2016
Kepler-1309 b,2756,6.21 Earths,16.5119,2016
Kepler-130 b,1033,1.04 Earths,11.572,2014
Kepler-130 c,1033,8.75 Earths,11.572,2014
Kepler-130 d,1033,3.33 Earths,11.572,2014
Kepler-1310 b,1857,2.67 Earths,14.346,2016
Kepler-1311 b,2826,2.07 Earths,13.528,2016
Kepler-1311 c,2826,1.98 Earths,13.528,2016
Kepler-1311 d,2826,0.212 Jupiters,13.528,2021
Kepler-1312 b,976,5.06 Earths,12.491,2016
Kepler-1312 c,976,1.07 Earths,12.491,2021
Kepler-1313 b,568,3.75 Earths,12.363,2016
Kepler-1314 b,463,22.9 Earths,17.816,2016
Kepler-1315 b,1569,2.48 Earths,15.133,2016
Kepler-1315 c,1569,4.06 Earths,15.133,2021
Kepler-1316 b,2612,12.3 Earths,14.119,2016
Kepler-1317 b,2376,3.05 Earths,15.083,2016
Kepler-1318 b,1550,9.85 Earths,15.531,2016
Kepler-1319 b,339,2.36 Earths,15.161,2016
Kepler-131 b,746,16.13 Earths,11.493,2014
Kepler-131 c,746,8.25 Earths,11.493,2014
Kepler-1320 b,2112,3.53 Earths,15.936,2016
Kepler-1321 b,2509,21.5 Earths,17.5054,2016
Kepler-1321 c,2509,6.35 Earths,17.5054,2016
Kepler-1321 d,2509,7.41 Earths,17.5054,2021
Kepler-1322 b,4405,3.22 Earths,15.876,2016
Kepler-1322 c,4405,5.29 Earths,15.876,2021
Kepler-1323 b,1518,2.92 Earths,12.444,2016
Kepler-1324 b,1571,2.89 Earths,15.554,2016
Kepler-1325 b,3175,8.55 Earths,15.311,2016
Kepler-1326 b,2278,16.3 Earths,12.842,2016
Kepler-1327 b,2212,3.89 Earths,13.966,2016
Kepler-1328 b,2654,0.904 Earths,13.969,2016
Kepler-1329 b,1918,5.35 Earths,15.958,2016
Kepler-132 b,1140,1.92 Earths,11.922,2014
Kepler-132 c,1140,2.18 Earths,11.922,2014
Kepler-132 d,1140,3.02 Earths,11.922,2014
Kepler-132 e,1140,1.76 Earths,11.922,2016
Kepler-1330 b,5612,3.36 Earths,15.076,2016
Kepler-1331 b,1041,1.16 Earths,15.58,2016
Kepler-1332 b,1725,2.45 Earths,13.975,2016
Kepler-1333 b,3042,8.3 Earths,15.421,2016
Kepler-1334 b,3990,5.86 Earths,15.461,2016
Kepler-1335 b,2028,2.7 Earths,15.248,2016
Kepler-1336 b,3675,4.58 Earths,14.264,2016
Kepler-131 c,746,8.25 Earths,11.493,2014
Kepler-1320 b,2112,3.53 Earths,15.936,2016
Kepler-1321 b,2509,21.5 Earths,17.5054,2016
Kepler-1321 c,2509,6.35 Earths,17.5054,2016
Kepler-1321 d,2509,7.41 Earths,17.5054,2021
Kepler-1322 b,4405,3.22 Earths,15.876,2016
Kepler-1322 c,4405,5.29 Earths,15.876,2021
Kepler-1323 b,1518,2.92 Earths,12.444,2016
Kepler-1324 b,1571,2.89 Earths,15.554,2016
Kepler-1325 b,3175,8.55 Earths,15.311,2016
Kepler-1326 b,2278,16.3 Earths,12.842,2016
Kepler-1327 b,2212,3.89 Earths,13.966,2016
Kepler-1328 b,2654,0.904 Earths,13.969,2016
Kepler-1329 b,1918,5.35 Earths,15.958,2016
Kepler-132 b,1140,1.92 Earths,11.922,2014
Kepler-132 c,1140,2.18 Earths,11.922,2014
Kepler-132 d,1140,3.02 Earths,11.922,2014
Kepler-132 e,1140,1.76 Earths,11.922,2016
Kepler-1330 b,5612,3.36 Earths,15.076,2016
Kepler-1331 b,1041,1.16 Earths,15.58,2016
Kepler-1332 b,1725,2.45 Earths,13.975,2016
Kepler-1333 b,3042,8.3 Earths,15.421,2016
Kepler-1334 b,3990,5.86 Earths,15.461,2016
Kepler-1335 b,2028,2.7 Earths,15.248,2016
Kepler-1336 b,3675,4.58 Earths,14.264,2016
Kepler-1356 b,2757,2.96 Earths,15.887,2016
Kepler-1357 b,3313,2.18 Earths,15.322,2016
Kepler-1358 b,1784,1.46 Earths,14.693,2016
Kepler-1359 b,2006,8.4 Earths,15.987,2016
Kepler-135 b,2028,3.93 Earths,12.794,2014
Kepler-135 c,2028,1.65 Earths,12.794,2014
Kepler-1360 b,4946,11.5 Earths,14.007,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1362 b,2385,7.27 Earths,16.05,2016
Kepler-1363 b,1767,2.1 Earths,15.454,2016
Kepler-1364 b,3448,5.27 Earths,13.196,2016
Kepler-1365 b,2740,0.721 Earths,13.417,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1366 b,1520,2.63 Earths,16.685,2016
Kepler-1367 b,1310,0.721 Earths,16.012,2016
Kepler-1368 b,5336,3.36 Earths,15.914,2016
Kepler-1369 b,4034,7.7 Earths,15.621,2016
Kepler-136 b,1373,19.8 Earths,11.822,2014
Kepler-136 c,1373,4.62 Earths,11.822,2014
Kepler-1370 b,3275,4.04 Earths,13.718,2016
Kepler-1370 c,3275,2.15 Earths,13.718,2016
Kepler-1371 b,1681,0.315 Earths,14.018,2016
Kepler-1371 c,1681,0.196 Earths,14.018,2016
Kepler-1372 b,4251,2.15 Earths,15.667,2016
Kepler-1373 b,5544,1.65 Earths,14.328,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
